cond1_value_bb3_top,cond1_value_bb3_bot,cond1_value_bb2_top,cond1_value_bb2_bot,cond1_value_bb1_top,cond1_value_bb1_bot,cond1_value_status,cond1_value_result,cond2_value_rsi7,cond2_value_rsi14,cond2_value_stoch_main,cond2_value_stoch_signal,cond2_status_rsi7_value,cond2_status_rsi7_direction,cond2_status_rsi14_value,cond2_status_rsi14_direction,cond2_status_stoch_value,cond2_status_stoch_direction,cond3_value_macd,cond3_value_signal,cond3_value_hist,cond3_status_macd_direction,cond3_status_macd_trend,cond3_status_macd_status,cond3_status_macd_prev_crossed_val,cond3_status_signal_status,cond3_status_signal_trend,cond3_status_signal_direction,cond3_status_signal_prev_crossed_val,cond3_status_hist_status,cond3_status_hist_direction,cond3_status_hist_num,cond3_status_hist_times,cond3_status_hist_stage,cond3_status_hist_trend,cond3_status_hist_trigger
51724.94433649618,51355.78066350383,51663.41705766412,51417.30794233589,51601.88977883206,51478.835221167945,triema_crossdn_bb1_top,,91.86195381639818,77.64189520311558,97.26027397,88.40692441,90,up,,,,,35.45218318483239,22.564050469260707,12.888132715571686,up,,,,,,up,,dntrend,up,0,0,,,0_up_dntrend_0
